date,"FLAT 30, BASTERFIELD HOUSE","FLAT 24, BASTERFIELD HOUSE","FLAT 334, CRESCENT HOUSE","FLAT 18, BASTERFIELD HOUSE","FLAT 3, BAYER HOUSE","City of London, all sales average","City of London, flats average","London, all sales average","London, flats average","England, all sales average","England, flats average"
2020-03-01,,,,,,,,,421036,,
2020-06-01,,,,,,,,,414734,,
2016-01-01,,,,,,,,,405793,,
2003-04-01,,,,,,,,,188347,,
2014-11-01,,,,,,,,,358450,,
2007-04-01,,,,,,,,,251019,,
2012-04-01,,,,,,,,,267993,,
2013-09-01,,,,,,,,,306464,,
1999-10-01,,,,,,,,,109870,,
2014-02-01,,,,,,,,,323086,,
2004-07-01,,,,,,,,,209501,,
2013-04-01,,,,,,,,,288624,,
2000-10-01,,,,,,,,,,83261,
2004-04-01,,,,,,,,,,147250,
2016-10-01,,,,,,,,,,229944,
2018-03-01,,,,,,,,,,240428,
1999-06-01,,,,,,,,,,69428,
2005-06-01,,,,,,,,,,164069,
2006-02-01,,,,,,,,,,166896,
2000-12-01,,,,,,,,,,84191,
2008-03-01,,,,,,,,,,188657,
2017-05-01,,,,,,,,,,236727,
2010-01-01,,,,,,,,,,174458,
2013-08-01,,,,,,,,,,185642,
2005-08-01,,,,,,,,,,166440,
2017-09-01,,,,,,,,,,242041,
2014-06-01,,,,,,,,,,197951,
2014-02-01,,,,,,,,,,189347,
1999-08-01,,,,,,,,,,71699,
2004-07-01,,,,,,,,,,156730,
2019-12-01,,,,,,,,,,248097,
2014-05-01,,,,,,,,,,196171,
2014-11-01,,,,,,,,,,202704,
1998-09-01,,,,,,,,,,65606,
2011-02-01,,,,,,,,,,173811,
2018-06-01,,,,,,,,,,244962,
2003-07-01,,,,,,,,,,132318,
2016-06-01,,,,,,,,,,228430,
1999-05-01,,,,,,,,,,68402,
2011-04-01,,,,,,,,,,175490,
2018-07-01,,,,,,,,,,247981,
1998-08-01,,,,,,,,,,65743,
1999-09-01,,,,,,,,,,72816,
2002-10-01,,,,,,,,,,115879,
2007-06-01,,,,,,,,,,190822,
2001-11-01,,,,,,,,,,95083,
2009-11-01,,,,,,,,,,172818,
1998-02-01,,,,,,,,,,61659,
2016-09-01,,,,,,,,,,230848,
2002-12-01,,,,,,,,,,119982,
2008-10-01,,,,,,,,,,173249,
2019-04-01,,,,,,,,,,244662,
2018-11-01,,,,,,,,,,246940,
2015-06-01,,,,,,,,,,209874,
2020-01-01,,,,,,,,,,247898,
2007-03-01,,,,,,,,,,183712,
2020-02-01,,,,,,,,,,246739,
1998-06-01,,,,,,,,,,64637,
2002-01-01,,,,,,,,,,96215,
2013-04-01,,,,,,,,,,179900,
2000-09-01,,,,,,,,,,83590,
2005-05-01,,,,,,,,,,163064,
2017-07-01,,,,,,,,,,241406,
2011-07-01,,,,,,,,,,177164,
2009-05-01,,,,,,,,,,162740,
2017-03-01,,,,,,,,,,231760,
2011-11-01,,,,,,,,,,175200,
2000-01-01,,,,,,,,,,75219,
2000-04-01,,,,,,,,,,79635,
2016-12-01,,,,,,,,,,231922,
2019-06-01,,,,,,,,,,245846,
2023-03-01,,,,,,,,,,296136,
2017-06-01,,,,,,,,,,238595,
2022-06-01,,,,,,,,,,297750,
2000-05-01,,,,,,,,,,80348,
2017-10-01,,,,,,,,,,242003,
2024-05-01,,,,,,,,,,298181,
2009-06-01,,,,,,,,,,164536,
2023-04-01,,,,,,,,,,296625,
2006-01-01,,,,,,,,,,166544,
2016-04-01,,,,,,,,,,223784,
2000-03-01,,,,,,,,,,77016,
2013-12-01,,,,,,,,,,188544,
2004-08-01,,,,,,,,,,158760,
2003-02-01,,,,,,,,,,121754,
2006-04-01,,,,,,,,,,171129,
2011-12-01,,,,,,,,,,174812,
2018-12-01,,,,,,,,,,246380,
2023-01-01,,,,,,,,,,302729,
2020-11-01,,,,,,,,,,262409,
1998-05-01,,,,,,,,,,64277,
2018-05-01,,,,,,,,,,243445,
2006-07-01,,,,,,,,,,176164,
2023-05-01,,,,,,,,,,296405,
2019-03-01,,,,,,,,,,242982,
2003-11-01,,,,,,,,,,137178,
2016-08-01,,,,,,,,,,231176,
2012-05-01,,,,,,,,,,177026,
2024-01-01,,,,,,,,,,294539,
1998-11-01,,,,,,,,,,65365,
2022-07-01,,,,,,,,,,303480,
2020-08-01,,,,,,,,,,255802,
2001-08-01,,,,,,,,,,93331,
2003-04-01,,,,,,,,,,126239,
2009-12-01,,,,,,,,,,174136,
2021-10-01,,,,,,,,,,275118,
2011-01-01,,,,,,,,,,174442,
2021-07-01,,,,,,,,,,265370,
2007-05-01,,,,,,,,,,188814,
2012-12-01,,,,,,,,,,178406,
2010-05-01,,,,,,,,,,177754,
2012-01-01,,,,,,,,,,174179,
2021-06-01,,,,,,,,,,281876,
2022-01-01,,,,,,,,,,286221,
2009-01-01,,,,,,,,,,162673,
2007-04-01,,,,,,,,,,186711,
2001-03-01,,,,,,,,,,85242,
2006-06-01,,,,,,,,,,174231,
2011-10-01,,,,,,,,,,175171,
2002-03-01,,,,,,,,,,98962,
2018-10-01,,,,,,,,,,247757,
2002-06-01,,,,,,,,,,106811,
2022-11-01,,,,,,,,,,307163,
2022-12-01,,,,,,,,,,305251,
2023-10-01,,,,,,,,,,299901,
2018-01-01,,,,,,,,,,241061,
1999-04-01,,,,,,,,,,67648,
2005-10-01,,,,,,,,,,165637,
2010-11-01,,,,,,,,,,176301,
2014-08-01,,,,,,,,,,203406,
2021-03-01,,,,,,,,,,269460,
2022-04-01,,,,,,,,,,291072,
2024-03-01,,,,,,,,,,293569,
2016-01-01,,,,,,,,,,220361,
2022-09-01,,,,,,,,,,307355,
2024-09-01,,,,,,,,,,308216,
2005-02-01,,,,,,,,,,158609,
2005-09-01,,,,,,,,,,166168,
2015-04-01,,,,,,,,,,205936,
2008-07-01,,,,,,,,,,185844,
2004-06-01,,,,,,,,,,153527,
2021-02-01,,,,,,,,,,266179,
2018-02-01,,,,,,,,,,241989,
2007-10-01,,,,,,,,,,194700,
2015-11-01,,,,,,,,,,218500,
1999-01-01,,,,,,,,,,65766,
2009-07-01,,,,,,,,,,167673,
2014-03-01,,,,,,,,,,190037,
2009-09-01,,,,,,,,,,171214,
2008-05-01,,,,,,,,,,189777,
2008-04-01,,,,,,,,,,189115,
2007-08-01,,,,,,,,,,194328,
2008-11-01,,,,,,,,,,168230,
2014-07-01,,,,,,,,,,200825,
1998-01-01,,,,,,,,,,61902,
2005-04-01,,,,,,,,,,161336,
2005-11-01,,,,,,,,,,166303,
2007-02-01,,,,,,,,,,182397,
2009-04-01,,,,,,,,,,160701,
2015-03-01,,,,,,,,,,203360,
2017-04-01,,,,,,,,,,235021,
2018-04-01,,,,,,,,,,242396,
1998-03-01,,,,,,,,,,62253,
2012-11-01,,,,,,,,,,178662,
2021-04-01,,,,,,,,,,265538,
2023-09-01,,,,,,,,,,301258,
2021-12-01,,,,,,,,,,283638,
2006-08-01,,,,,,,,,,177603,
2007-11-01,,,,,,,,,,194502,
2008-01-01,,,,,,,,,,191750,
2014-10-01,,,,,,,,,,203311,
2015-02-01,,,,,,,,,,203424,
2005-12-01,,,,,,,,,,167244,
2003-06-01,,,,,,,,,,129353,
2014-04-01,,,,,,,,,,194251,
2003-12-01,,,,,,,,,,138985,
2007-01-01,,,,,,,,,,181824,
2016-03-01,,,,,,,,,,222663,
2016-05-01,,,,,,,,,,226370,
2021-09-01,,,,,,,,,,283901,
2023-11-01,,,,,,,,,,297655,
2023-06-01,,,,,,,,,,298247,
2008-08-01,,,,,,,,,,181494,
2004-05-01,,,,,,,,,,150115,
2010-04-01,,,,,,,,,,176796,
2012-07-01,,,,,,,,,,179756,
2019-05-01,,,,,,,,,,244928,
2001-01-01,,,,,,,,,,84377,
2012-04-01,,,,,,,,,,176543,
1998-04-01,,,,,,,,,,63666,
2002-08-01,,,,,,,,,,112832,
2000-07-01,,,,,,,,,,82563,
2001-07-01,,,,,,,,,,91430,
2000-11-01,,,,,,,,,,83546,
1999-07-01,,,,,,,,,,70612,
2002-02-01,,,,,,,,,,96676,
2002-04-01,,,,,,,,,,101355,
2005-01-01,,,,,,,,,,158572,
2010-06-01,,,,,,,,,,178655,
2012-02-01,,,,,,,,,,174161,
2001-04-01,,,,,,,,,,87439,
2001-10-01,,,,,,,,,,94161,
2010-03-01,,,,,,,,,,174765,
2011-08-01,,,,,,,,,,177335,
1999-11-01,,,,,,,,,,74234,
2003-05-01,,,,,,,,,,128299,
2002-07-01,,,,,,,,,,110001,
2006-12-01,,,,,,,,,,182031,
2010-09-01,,,,,,,,,,180231,
2012-08-01,,,,,,,,,,180129,
2014-09-01,,,,,,,,,,203639,
2000-02-01,,,,,,,,,,75630,
2015-09-01,,,,,,,,,,216350,
2016-07-01,,,,,,,,,,230868,
2023-08-01,,,,,,,,,,302595,
2018-09-01,,,,,,,,,,248248,
2024-02-01,,,,,,,,,,293997,
2024-07-01,,,,,,,,,,304702,
2013-01-01,,,,,,,,,,176816,
2001-05-01,,,,,,,,,,88719,
2013-09-01,,,,,,,,,,186082,
2015-10-01,,,,,,,,,,216676,
2004-02-01,,,,,,,,,,140284,
2011-09-01,,,,,,,,,,176783,
2006-09-01,,,,,,,,,,178275,
2014-01-01,,,,,,,,,,188265,
2024-06-01,,,,,,,,,,300513,
2013-07-01,,,,,,,,,,184274,
2012-09-01,,,,,,,,,,179563,
2013-03-01,,,,,,,,,,178189,
2017-12-01,,,,,,,,,,242378,
2010-08-01,,,,,,,,,,180807,
2002-05-01,,,,,,,,,,104458,
2019-01-01,,,,,,,,,,244641,
2011-05-01,,,,,,,,,,174668,
2023-12-01,,,,,,,,,,295113,
2012-10-01,,,,,,,,,,178412,
2013-10-01,,,,,,,,,,185358,
2011-03-01,,,,,,,,,,173046,
2017-08-01,,,,,,,,,,242628,
2005-03-01,,,,,,,,,,159642,
2022-08-01,,,,,,,,,,306412,
2015-05-01,,,,,,,,,,208265,
2003-09-01,,,,,,,,,,133848,
2006-05-01,,,,,,,,,,172699,
2023-02-01,,,,,,,,,,300706,
2024-08-01,,,,,,,,,,309170,
2003-08-01,,,,,,,,,,133896,
2015-01-01,,,,,,,,,,202856,
2010-07-01,,,,,,,,,,180519,
2004-11-01,,,,,,,,,,160330,
2010-02-01,,,,,,,,,,175248,
2021-08-01,,,,,,,,,,274530,
2022-10-01,,,,,,,,,,307152,
2003-01-01,,,,,,,,,,121610,
2023-07-01,,,,,,,,,,301065,
2016-02-01,,,,,,,,,,220627,
2021-05-01,,,,,,,,,,266067,
2020-04-01,,,,,,,,,,246424,
2020-05-01,,,,,,,,,,247499,
2005-07-01,,,,,,,,,,165756,
2010-10-01,,,,,,,,,,178102,
2008-09-01,,,,,,,,,,177232,
1998-12-01,,,,,,,,,,65575,
2017-01-01,,,,,,,,,,231593,
2020-12-01,,,,,,,,,,264971,
2020-07-01,,,,,,,,,,253226,
1999-03-01,,,,,,,,,,66378,
2021-11-01,,,,,,,,,,281382,
2019-10-01,,,,,,,,,,248842,
2003-03-01,,,,,,,,,,123258,
2019-08-01,,,,,,,,,,249221,
2011-06-01,,,,,,,,,,174838,
2008-06-01,,,,,,,,,,187350,
2003-10-01,,,,,,,,,,135885,
2012-06-01,,,,,,,,,,178696,
2022-02-01,,,,,,,,,,287316,
2001-12-01,,,,,,,,,,95992,
2006-03-01,,,,,,,,,,168001,
2022-03-01,,,,,,,,,,288333,
1997-12-01,,,,,,,,,,61564,
2007-09-01,,,,,,,,,,194764,
2004-12-01,,,,,,,,,,159886,
2022-05-01,,,,,,,,,,294539,
2013-06-01,,,,,,,,,,182088,
2020-03-01,,,,,,,,,,249121,
2021-01-01,,,,,,,,,,264676,
2012-03-01,,,,,,,,,,174323,
1998-10-01,,,,,,,,,,65462,
2001-02-01,,,,,,,,,,84245,
2020-09-01,,,,,,,,,,258155,
2004-09-01,,,,,,,,,,159243,
2015-07-01,,,,,,,,,,213518,
2020-10-01,,,,,,,,,,259592,
2024-04-01,,,,,,,,,,295561,
2009-03-01,,,,,,,,,,159340,
2009-10-01,,,,,,,,,,172314,
2019-11-01,,,,,,,,,,247867,
2002-09-01,,,,,,,,,,113914,
2006-10-01,,,,,,,,,,178927,
2004-01-01,,,,,,,,,,139719,
2000-06-01,,,,,,,,,,81269,
2004-03-01,,,,,,,,,,142571,
2004-10-01,,,,,,,,,,159358,
1999-10-01,,,,,,,,,,73273,
2001-06-01,,,,,,,,,,89980,
2006-11-01,,,,,,,,,,179718,
2007-07-01,,,,,,,,,,193360,
1999-02-01,,,,,,,,,,65522,
2009-02-01,,,,,,,,,,160956,
2013-11-01,,,,,,,,,,186260,
2015-08-01,,,,,,,,,,215756,
2016-11-01,,,,,,,,,,231053,
2018-08-01,,,,,,,,,,248620,
2019-07-01,,,,,,,,,,248468,
2020-06-01,,,,,,,,,,250739,
2009-08-01,,,,,,,,,,169603,
2014-12-01,,,,,,,,,,203346,
2001-09-01,,,,,,,,,,93682,
2008-02-01,,,,,,,,,,190066,
2010-12-01,,,,,,,,,,176036,
2015-12-01,,,,,,,,,,219582,
1998-07-01,,,,,,,,,,65475,
2007-12-01,,,,,,,,,,194373,
2017-11-01,,,,,,,,,,241086,
2002-11-01,,,,,,,,,,118693,
2019-02-01,,,,,,,,,,244427,
2019-09-01,,,,,,,,,,249637,
1999-12-01,,,,,,,,,,75071,
2017-02-01,,,,,,,,,,232696,
2013-05-01,,,,,,,,,,180621,
2000-08-01,,,,,,,,,,83504,
2013-02-01,,,,,,,,,,177203,
2008-12-01,,,,,,,,,,165795,
2000-10-01,,,,,,,,,,,78062
2004-04-01,,,,,,,,,,,134707
2016-10-01,,,,,,,,,,,218226
2018-03-01,,,,,,,,,,,223988
1999-06-01,,,,,,,,,,,62254
2005-06-01,,,,,,,,,,,147527
2006-02-01,,,,,,,,,,,150486
2000-12-01,,,,,,,,,,,80779
2008-03-01,,,,,,,,,,,170303
2017-05-01,,,,,,,,,,,227417
2010-01-01,,,,,,,,,,,152798
2013-08-01,,,,,,,,,,,167111
2005-08-01,,,,,,,,,,,148814
2017-09-01,,,,,,,,,,,228595
2014-06-01,,,,,,,,,,,184220
2014-02-01,,,,,,,,,,,174059
1999-08-01,,,,,,,,,,,64628
2004-07-01,,,,,,,,,,,141450
2019-12-01,,,,,,,,,,,224882
2014-05-01,,,,,,,,,,,182556
2014-11-01,,,,,,,,,,,188765
1998-09-01,,,,,,,,,,,57523
2011-02-01,,,,,,,,,,,153823
2018-06-01,,,,,,,,,,,227383
2003-07-01,,,,,,,,,,,124097
2016-06-01,,,,,,,,,,,215500
1999-05-01,,,,,,,,,,,61321
2011-04-01,,,,,,,,,,,156518
2018-07-01,,,,,,,,,,,228677
1998-08-01,,,,,,,,,,,57545
1999-09-01,,,,,,,,,,,66772
2002-10-01,,,,,,,,,,,111801
2007-06-01,,,,,,,,,,,172532
2001-11-01,,,,,,,,,,,91895
2009-11-01,,,,,,,,,,,152038
1998-02-01,,,,,,,,,,,54509
2016-09-01,,,,,,,,,,,217713
2002-12-01,,,,,,,,,,,116634
2008-10-01,,,,,,,,,,,156193
2019-04-01,,,,,,,,,,,222913
2018-11-01,,,,,,,,,,,225623
2015-06-01,,,,,,,,,,,195288
2020-01-01,,,,,,,,,,,223969
2007-03-01,,,,,,,,,,,164732
2020-02-01,,,,,,,,,,,221254
1998-06-01,,,,,,,,,,,57250
2002-01-01,,,,,,,,,,,93086
2013-04-01,,,,,,,,,,,162125
2000-09-01,,,,,,,,,,,79182
2005-05-01,,,,,,,,,,,146964
2017-07-01,,,,,,,,,,,230482
2011-07-01,,,,,,,,,,,158333
2009-05-01,,,,,,,,,,,146296
2017-03-01,,,,,,,,,,,221172
2011-11-01,,,,,,,,,,,155873
2000-01-01,,,,,,,,,,,69282
2000-04-01,,,,,,,,,,,75300
2016-12-01,,,,,,,,,,,220018
2019-06-01,,,,,,,,,,,224000
2023-03-01,,,,,,,,,,,250761
2017-06-01,,,,,,,,,,,227646
2022-06-01,,,,,,,,,,,256156
2000-05-01,,,,,,,,,,,75618
2017-10-01,,,,,,,,,,,227770
2024-05-01,,,,,,,,,,,247295
2009-06-01,,,,,,,,,,,147179
2023-04-01,,,,,,,,,,,249789
2006-01-01,,,,,,,,,,,148701
2016-04-01,,,,,,,,,,,210424
2000-03-01,,,,,,,,,,,71562
2013-12-01,,,,,,,,,,,173720
2004-08-01,,,,,,,,,,,143879
2003-02-01,,,,,,,,,,,117588
2006-04-01,,,,,,,,,,,152692
2011-12-01,,,,,,,,,,,155280
2018-12-01,,,,,,,,,,,226923
2023-01-01,,,,,,,,,,,254311
2020-11-01,,,,,,,,,,,230585
1998-05-01,,,,,,,,,,,56204
2018-05-01,,,,,,,,,,,225472
2006-07-01,,,,,,,,,,,156243
2023-05-01,,,,,,,,,,,251346
2019-03-01,,,,,,,,,,,221555
2003-11-01,,,,,,,,,,,127065
2016-08-01,,,,,,,,,,,218109
2012-05-01,,,,,,,,,,,158509
2024-01-01,,,,,,,,,,,245706
1998-11-01,,,,,,,,,,,57931
2022-07-01,,,,,,,,,,,257063
2020-08-01,,,,,,,,,,,226269
2001-08-01,,,,,,,,,,,89666
2003-04-01,,,,,,,,,,,120563
2009-12-01,,,,,,,,,,,153597
2021-10-01,,,,,,,,,,,238933
2011-01-01,,,,,,,,,,,153717
2021-07-01,,,,,,,,,,,237082
2007-05-01,,,,,,,,,,,171490
2012-12-01,,,,,,,,,,,159610
2010-05-01,,,,,,,,,,,156499
2012-01-01,,,,,,,,,,,153939
2021-06-01,,,,,,,,,,,248887
2022-01-01,,,,,,,,,,,246611
2009-01-01,,,,,,,,,,,146976
2007-04-01,,,,,,,,,,,167700
2001-03-01,,,,,,,,,,,81645
2006-06-01,,,,,,,,,,,156320
2011-10-01,,,,,,,,,,,153963
2002-03-01,,,,,,,,,,,96264
2018-10-01,,,,,,,,,,,227981
2002-06-01,,,,,,,,,,,105006
2022-11-01,,,,,,,,,,,258126
2022-12-01,,,,,,,,,,,258131
2023-10-01,,,,,,,,,,,251975
2018-01-01,,,,,,,,,,,227374
1999-04-01,,,,,,,,,,,60244
2005-10-01,,,,,,,,,,,147745
2010-11-01,,,,,,,,,,,154420
2014-08-01,,,,,,,,,,,188844
2021-03-01,,,,,,,,,,,242590
2022-04-01,,,,,,,,,,,249924
2024-03-01,,,,,,,,,,,244991
2016-01-01,,,,,,,,,,,207941
2022-09-01,,,,,,,,,,,259377
2024-09-01,,,,,,,,,,,254030
2005-02-01,,,,,,,,,,,143560
2005-09-01,,,,,,,,,,,147875
2015-04-01,,,,,,,,,,,192450
2008-07-01,,,,,,,,,,,167443
2004-06-01,,,,,,,,,,,141451
2021-02-01,,,,,,,,,,,237522
2018-02-01,,,,,,,,,,,227060
2007-10-01,,,,,,,,,,,176713
2015-11-01,,,,,,,,,,,204910
1999-01-01,,,,,,,,,,,58384
2009-07-01,,,,,,,,,,,148560
2014-03-01,,,,,,,,,,,175657
2009-09-01,,,,,,,,,,,152714
2008-05-01,,,,,,,,,,,171415
2008-04-01,,,,,,,,,,,170313
2007-08-01,,,,,,,,,,,174638
2008-11-01,,,,,,,,,,,150973
2014-07-01,,,,,,,,,,,186483
1998-01-01,,,,,,,,,,,53808
2005-04-01,,,,,,,,,,,145435
2005-11-01,,,,,,,,,,,148493
2007-02-01,,,,,,,,,,,165346
2009-04-01,,,,,,,,,,,144266
2015-03-01,,,,,,,,,,,190914
2017-04-01,,,,,,,,,,,224125
2018-04-01,,,,,,,,,,,224796
1998-03-01,,,,,,,,,,,54617
2012-11-01,,,,,,,,,,,158881
2021-04-01,,,,,,,,,,,236644
2023-09-01,,,,,,,,,,,252488
2021-12-01,,,,,,,,,,,245763
2006-08-01,,,,,,,,,,,157650
2007-11-01,,,,,,,,,,,176017
2008-01-01,,,,,,,,,,,174807
2014-10-01,,,,,,,,,,,189664
2015-02-01,,,,,,,,,,,191036
2005-12-01,,,,,,,,,,,151489
2003-06-01,,,,,,,,,,,123516
2014-04-01,,,,,,,,,,,179535
2003-12-01,,,,,,,,,,,130095
2007-01-01,,,,,,,,,,,162661
2016-03-01,,,,,,,,,,,211891
2016-05-01,,,,,,,,,,,215654
2021-09-01,,,,,,,,,,,247635
2023-11-01,,,,,,,,,,,248535
2023-06-01,,,,,,,,,,,250542
2008-08-01,,,,,,,,,,,163326
2004-05-01,,,,,,,,,,,138023
2010-04-01,,,,,,,,,,,155667
2012-07-01,,,,,,,,,,,160186
2019-05-01,,,,,,,,,,,221767
2001-01-01,,,,,,,,,,,80274
2012-04-01,,,,,,,,,,,157909
1998-04-01,,,,,,,,,,,55734
2002-08-01,,,,,,,,,,,109292
2000-07-01,,,,,,,,,,,77279
2001-07-01,,,,,,,,,,,86990
2000-11-01,,,,,,,,,,,79683
1999-07-01,,,,,,,,,,,63242
2002-02-01,,,,,,,,,,,93892
2002-04-01,,,,,,,,,,,99401
2005-01-01,,,,,,,,,,,143395
2010-06-01,,,,,,,,,,,157200
2012-02-01,,,,,,,,,,,153278
2001-04-01,,,,,,,,,,,82990
2001-10-01,,,,,,,,,,,90278
2010-03-01,,,,,,,,,,,155161
2011-08-01,,,,,,,,,,,155598
1999-11-01,,,,,,,,,,,68241
2003-05-01,,,,,,,,,,,121310
2002-07-01,,,,,,,,,,,106186
2006-12-01,,,,,,,,,,,163364
2010-09-01,,,,,,,,,,,157583
2012-08-01,,,,,,,,,,,159581
2014-09-01,,,,,,,,,,,190050
2000-02-01,,,,,,,,,,,70695
2015-09-01,,,,,,,,,,,203091
2016-07-01,,,,,,,,,,,217820
2023-08-01,,,,,,,,,,,251400
2018-09-01,,,,,,,,,,,227508
2024-02-01,,,,,,,,,,,244825
2024-07-01,,,,,,,,,,,250065
2013-01-01,,,,,,,,,,,157947
2001-05-01,,,,,,,,,,,85152
2013-09-01,,,,,,,,,,,168755
2015-10-01,,,,,,,,,,,202376
2004-02-01,,,,,,,,,,,130021
2011-09-01,,,,,,,,,,,155744
2006-09-01,,,,,,,,,,,158663
2014-01-01,,,,,,,,,,,173440
2024-06-01,,,,,,,,,,,249129
2013-07-01,,,,,,,,,,,166628
2012-09-01,,,,,,,,,,,159875
2013-03-01,,,,,,,,,,,159637
2017-12-01,,,,,,,,,,,227130
2010-08-01,,,,,,,,,,,157522
2002-05-01,,,,,,,,,,,101841
2019-01-01,,,,,,,,,,,223908
2011-05-01,,,,,,,,,,,155477
2023-12-01,,,,,,,,,,,247051
2012-10-01,,,,,,,,,,,159803
2013-10-01,,,,,,,,,,,168285
2011-03-01,,,,,,,,,,,153536
2017-08-01,,,,,,,,,,,230443
2005-03-01,,,,,,,,,,,144196
2022-08-01,,,,,,,,,,,259094
2015-05-01,,,,,,,,,,,195666
2003-09-01,,,,,,,,,,,124463
2006-05-01,,,,,,,,,,,155081
2023-02-01,,,,,,,,,,,253691
2024-08-01,,,,,,,,,,,255236
2003-08-01,,,,,,,,,,,124910
2015-01-01,,,,,,,,,,,190290
2010-07-01,,,,,,,,,,,157684
2004-11-01,,,,,,,,,,,145668
2010-02-01,,,,,,,,,,,153394
2021-08-01,,,,,,,,,,,240648
2022-10-01,,,,,,,,,,,258206
2003-01-01,,,,,,,,,,,117343
2023-07-01,,,,,,,,,,,250913
2016-02-01,,,,,,,,,,,207771
2021-05-01,,,,,,,,,,,235683
2020-04-01,,,,,,,,,,,219836
2020-05-01,,,,,,,,,,,222534
2005-07-01,,,,,,,,,,,147833
2010-10-01,,,,,,,,,,,155787
2008-09-01,,,,,,,,,,,159615
1998-12-01,,,,,,,,,,,58433
2017-01-01,,,,,,,,,,,220139
2020-12-01,,,,,,,,,,,231756
2020-07-01,,,,,,,,,,,227032
1999-03-01,,,,,,,,,,,59678
2021-11-01,,,,,,,,,,,244565
2019-10-01,,,,,,,,,,,224898
2003-03-01,,,,,,,,,,,118630
2019-08-01,,,,,,,,,,,224332
2011-06-01,,,,,,,,,,,155417
2008-06-01,,,,,,,,,,,168642
2003-10-01,,,,,,,,,,,126162
2012-06-01,,,,,,,,,,,159561
2022-02-01,,,,,,,,,,,249692
2001-12-01,,,,,,,,,,,94210
2006-03-01,,,,,,,,,,,150423
2022-03-01,,,,,,,,,,,247763
1997-12-01,,,,,,,,,,,53617
2007-09-01,,,,,,,,,,,176404
2004-12-01,,,,,,,,,,,145238
2022-05-01,,,,,,,,,,,251032
2013-06-01,,,,,,,,,,,163902
2020-03-01,,,,,,,,,,,225478
2021-01-01,,,,,,,,,,,236316
2012-03-01,,,,,,,,,,,154801
1998-10-01,,,,,,,,,,,57798
2001-02-01,,,,,,,,,,,80251
2020-09-01,,,,,,,,,,,228668
2004-09-01,,,,,,,,,,,144087
2015-07-01,,,,,,,,,,,200004
2020-10-01,,,,,,,,,,,227480
2024-04-01,,,,,,,,,,,245895
2009-03-01,,,,,,,,,,,144919
2009-10-01,,,,,,,,,,,152088
2019-11-01,,,,,,,,,,,222243
2002-09-01,,,,,,,,,,,110436
2006-10-01,,,,,,,,,,,159785
2004-01-01,,,,,,,,,,,129344
2000-06-01,,,,,,,,,,,77209
2004-03-01,,,,,,,,,,,132477
2004-10-01,,,,,,,,,,,144084
1999-10-01,,,,,,,,,,,67233
2001-06-01,,,,,,,,,,,87207
2006-11-01,,,,,,,,,,,159513
2007-07-01,,,,,,,,,,,174371
1999-02-01,,,,,,,,,,,58484
2009-02-01,,,,,,,,,,,146113
2013-11-01,,,,,,,,,,,169563
2015-08-01,,,,,,,,,,,201842
2016-11-01,,,,,,,,,,,218906
2018-08-01,,,,,,,,,,,228736
2019-07-01,,,,,,,,,,,227260
2020-06-01,,,,,,,,,,,224025
2009-08-01,,,,,,,,,,,149846
2014-12-01,,,,,,,,,,,190423
2001-09-01,,,,,,,,,,,90201
2008-02-01,,,,,,,,,,,172815
2010-12-01,,,,,,,,,,,154766
2015-12-01,,,,,,,,,,,205939
1998-07-01,,,,,,,,,,,57188
2007-12-01,,,,,,,,,,,177083
2017-11-01,,,,,,,,,,,227222
2002-11-01,,,,,,,,,,,114981
2019-02-01,,,,,,,,,,,223812
2019-09-01,,,,,,,,,,,227640
1999-12-01,,,,,,,,,,,70029
2017-02-01,,,,,,,,,,,223873
2013-05-01,,,,,,,,,,,163064
2000-08-01,,,,,,,,,,,79329
2013-02-01,,,,,,,,,,,158875
2008-12-01,,,,,,,,,,,147872
