"Name","URI","Region GSS code","Period","Sales volume","Reporting period","House price index All property types","Average price All property types","Percentage change (monthly) All property types","Percentage change (yearly) All property types","House price index Detached houses","Average price Detached houses","Percentage change (monthly) Detached houses","Percentage change (yearly) Detached houses","House price index Semi-detached houses","Average price Semi-detached houses","Percentage change (monthly) Semi-detached houses","Percentage change (yearly) Semi-detached houses","House price index Terraced houses","Average price Terraced houses","Percentage change (monthly) Terraced houses","Percentage change (yearly) Terraced houses","House price index Flats and maisonettes","Average price Flats and maisonettes","Percentage change (monthly) Flats and maisonettes","Percentage change (yearly) Flats and maisonettes","Pivotable date"
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-01,47639,monthly,26.23,53203,,1.39,28.26,86314,,,27.44,51533,,,25.28,41490,,,23.76,45219,,,1995-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-02,47880,monthly,26.17,53096,-0.2,1.18,27.79,84877,-1.66,,27.7,52026,0.96,,25.39,41674,0.44,,23.28,44292,-2.05,,1995-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-03,67025,monthly,26.23,53201,0.2,1.38,27.69,84594,-0.33,,27.6,51846,-0.35,,25.53,41906,0.56,,23.69,45074,1.77,,1995-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-04,56925,monthly,26.42,53591,0.73,1.03,28.06,85703,1.31,,27.72,52073,0.44,,25.6,42021,0.27,,24.07,45807,1.63,,1995-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-05,64192,monthly,26.46,53678,0.16,1.19,27.93,85313,-0.46,,27.9,52403,0.63,,25.67,42130,0.26,,24.05,45760,-0.1,,1995-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-06,72640,monthly,26.49,53735,0.11,1.3,28.01,85562,0.29,,27.9,52395,-0.02,,25.58,41986,-0.34,,24.36,46359,1.31,,1995-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-07,64242,monthly,26.57,53901,0.31,0.34,28.5,87041,1.73,,27.87,52344,-0.1,,25.67,42130,0.34,,23.98,45637,-1.56,,1995-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-08,69269,monthly,26.42,53600,-0.56,-0.22,28.36,86622,-0.48,,27.75,52130,-0.41,,25.52,41883,-0.59,,23.74,45170,-1.02,,1995-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-09,67251,monthly,26.28,53309,-0.54,-0.77,28.01,85562,-1.22,,27.62,51885,-0.47,,25.46,41786,-0.23,,23.69,45073,-0.22,,1995-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-10,61264,monthly,26.05,52845,-0.87,-1.53,28.08,85767,0.24,,27.49,51624,-0.5,,24.89,40849,-2.24,,23.62,44951,-0.27,,1995-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-11,63955,monthly,26.02,52788,-0.11,-1.64,27.94,85351,-0.49,,27.42,51498,-0.25,,24.91,40879,0.07,,23.75,45190,0.53,,1995-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1995-12,69345,monthly,26.09,52922,0.25,-1.39,27.69,84583,-0.9,,27.55,51739,0.47,,25.16,41291,1.01,,23.74,45167,-0.05,,1995-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-01,48694,monthly,25.8,52333,-1.11,-1.63,27.83,85000,0.49,-1.52,27.13,50961,-1.5,-1.11,24.71,40553,-1.79,-2.26,23.4,44528,-1.41,-1.53,1996-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-02,51401,monthly,25.9,52536,0.39,-1.06,27.61,84344,-0.77,-0.63,27.36,51381,0.82,-1.24,24.88,40834,0.69,-2.02,23.61,44926,0.89,1.43,1996-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-03,68453,monthly,25.97,52683,0.28,-0.97,27.84,85050,0.84,0.54,27.48,51623,0.47,-0.43,24.88,40832,0.0,-2.56,23.46,44644,-0.63,-0.95,1996-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-04,64277,monthly,26.29,53331,1.23,-0.48,28.16,86018,1.14,0.37,27.55,51751,0.25,-0.62,25.31,41545,1.74,-1.13,24.08,45822,2.64,0.03,1996-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-05,78937,monthly,26.53,53822,0.92,0.27,28.22,86192,0.2,1.03,27.87,52342,1.14,-0.12,25.72,42213,1.61,0.2,24.09,45832,0.02,0.16,1996-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-06,75545,monthly,26.67,54093,0.5,0.67,28.41,86772,0.67,1.41,27.99,52565,0.43,0.32,25.66,42108,-0.25,0.29,24.66,46929,2.39,1.23,1996-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-07,85339,monthly,26.97,54704,1.13,1.49,29.07,88805,2.34,2.03,28.32,53194,1.2,1.62,25.88,42470,0.86,0.81,24.45,46529,-0.85,1.95,1996-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-08,91037,monthly,27.17,55107,0.74,2.81,29.42,89864,1.19,3.74,28.47,53480,0.54,2.59,26.11,42854,0.9,2.32,24.41,46457,-0.15,2.85,1996-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-09,80016,monthly,27.13,55026,-0.15,3.22,29.31,89530,-0.37,4.64,28.41,53364,-0.22,2.85,26.05,42760,-0.22,2.33,24.59,46792,0.72,3.81,1996-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-10,86311,monthly,27.08,54931,-0.17,3.95,29.41,89834,0.34,4.74,28.46,53456,0.17,3.55,25.86,42439,-0.75,3.89,24.44,46514,-0.59,3.48,1996-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-11,93515,monthly,27.36,55497,1.03,5.13,29.44,89933,0.11,5.37,28.69,53890,0.81,4.65,26.3,43172,1.73,5.61,24.86,47298,1.69,4.67,1996-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1996-12,86711,monthly,27.49,55755,0.47,5.35,29.47,90028,0.11,6.44,28.92,54319,0.8,4.99,26.42,43355,0.42,5.0,24.98,47528,0.49,5.23,1996-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-01,66743,monthly,27.5,55789,0.06,6.6,29.78,90953,1.03,7.0,28.76,54028,-0.54,6.02,26.37,43285,-0.16,6.74,25.02,47612,0.18,6.92,1997-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-02,66246,monthly,27.7,56199,0.74,6.97,29.98,91570,0.68,8.57,28.97,54407,0.7,5.89,26.46,43423,0.32,6.34,25.5,48516,1.9,7.99,1997-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-03,76073,monthly,27.99,56784,1.04,7.79,30.11,91980,0.45,8.15,29.2,54848,0.81,6.25,26.91,44166,1.71,8.16,25.77,49034,1.07,9.83,1997-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-04,78611,monthly,28.38,57577,1.4,7.96,30.56,93341,1.48,8.51,29.74,55861,1.85,7.94,27.19,44624,1.04,7.41,26.05,49576,1.1,8.19,1997-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-05,91543,monthly,28.84,58498,1.6,8.69,30.97,94586,1.33,9.74,30.23,56786,1.66,8.49,27.67,45411,1.76,7.58,26.46,50354,1.57,9.87,1997-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-06,95416,monthly,29.15,59140,1.1,9.33,31.54,96331,1.84,11.02,30.44,57184,0.7,8.79,27.99,45934,1.15,9.09,26.59,50603,0.49,7.83,1997-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-07,102709,monthly,29.62,60089,1.6,9.84,32.11,98085,1.82,10.45,30.89,58014,1.45,9.06,28.44,46676,1.62,9.9,27.0,51372,1.52,10.41,1997-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-08,98764,monthly,29.95,60750,1.1,10.24,32.6,99583,1.53,10.82,31.26,58716,1.21,9.79,28.6,46943,0.57,9.54,27.35,52053,1.32,12.04,1997-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-09,89492,monthly,30.07,60991,0.4,10.84,32.67,99783,0.2,11.45,31.32,58819,0.18,10.22,28.75,47183,0.51,10.34,27.62,52559,0.97,12.32,1997-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-10,95932,monthly,30.09,61048,0.09,11.14,32.8,100194,0.41,11.53,31.38,58932,0.19,10.24,28.65,47024,-0.34,10.8,27.7,52717,0.3,13.34,1997-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-11,81563,monthly,30.32,61499,0.74,10.82,33.06,100972,0.78,12.27,31.6,59356,0.72,10.14,28.82,47301,0.59,9.57,28.0,53278,1.06,12.64,1997-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1997-12,87593,monthly,30.35,61564,0.11,10.42,32.84,100302,-0.66,11.41,31.71,59554,0.33,9.64,28.9,47427,0.27,9.39,28.18,53617,0.64,12.81,1997-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-01,61036,monthly,30.52,61902,0.55,10.96,33.42,102091,1.78,12.25,31.59,59333,-0.37,9.82,29.05,47686,0.54,10.17,28.28,53808,0.36,13.01,1998-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-02,62504,monthly,30.4,61659,-0.39,9.71,32.85,100329,-1.73,9.57,31.63,59411,0.13,9.2,28.86,47374,-0.65,9.1,28.65,54509,1.3,12.35,1998-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-03,76702,monthly,30.69,62253,0.96,9.63,33.14,101231,0.9,10.06,31.94,59984,0.96,9.36,29.26,48023,1.37,8.73,28.7,54617,0.2,11.39,1998-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-04,79866,monthly,31.38,63666,2.27,10.57,34.01,103885,2.62,11.3,32.63,61291,2.18,9.72,29.9,49076,2.19,9.98,29.29,55734,2.04,12.42,1998-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-05,86607,monthly,31.69,64277,0.96,9.88,34.16,104349,0.45,10.32,32.91,61808,0.84,8.84,30.35,49816,1.51,9.7,29.54,56204,0.84,11.62,1998-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-06,91723,monthly,31.86,64637,0.56,9.29,34.45,105233,0.85,9.24,33.02,62022,0.35,8.46,30.34,49789,-0.05,8.39,30.09,57250,1.86,13.14,1998-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-07,103581,monthly,32.28,65475,1.3,8.96,35.18,107455,2.11,9.55,33.45,62833,1.31,8.31,30.74,50454,1.33,8.09,30.05,57188,-0.11,11.32,1998-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-08,89172,monthly,32.41,65743,0.41,8.22,35.44,108253,0.74,8.71,33.51,62946,0.18,7.2,30.83,50593,0.28,7.78,30.24,57545,0.62,10.55,1998-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-09,85283,monthly,32.34,65606,-0.21,7.57,35.37,108028,-0.21,8.26,33.46,62849,-0.15,6.85,30.72,50424,-0.34,6.87,30.23,57523,-0.04,9.44,1998-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-10,88339,monthly,32.27,65462,-0.22,7.23,35.3,107830,-0.18,7.62,33.44,62808,-0.06,6.58,30.5,50064,-0.71,6.46,30.37,57798,0.48,9.64,1998-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-11,81770,monthly,32.22,65365,-0.15,6.29,35.28,107778,-0.05,6.74,33.4,62740,-0.11,5.7,30.37,49847,-0.43,5.38,30.44,57931,0.23,8.73,1998-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1998-12,84154,monthly,32.33,65575,0.32,6.52,34.94,106717,-0.98,6.4,33.55,63025,0.45,5.83,30.65,50311,0.93,6.08,30.71,58433,0.87,8.98,1998-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-01,59989,monthly,32.42,65766,0.29,6.24,35.42,108190,1.38,5.97,33.59,63099,0.12,6.35,30.6,50219,-0.18,5.31,30.68,58384,-0.08,8.5,1999-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-02,62164,monthly,32.3,65522,-0.37,6.27,35.18,107465,-0.67,7.11,33.47,62875,-0.36,5.83,30.47,50009,-0.42,5.56,30.73,58484,0.17,7.29,1999-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-03,83947,monthly,32.72,66378,1.31,6.63,35.49,108398,0.87,7.08,33.85,63575,1.11,5.99,30.92,50741,1.46,5.66,31.36,59678,2.04,9.27,1999-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-04,89255,monthly,33.35,67648,1.91,6.26,35.97,109860,1.35,5.75,34.48,64758,1.86,5.66,31.81,52205,2.88,6.38,31.66,60244,0.95,8.09,1999-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-05,89095,monthly,33.72,68402,1.11,6.42,36.38,111120,1.15,6.49,34.84,65436,1.05,5.87,32.07,52633,0.82,5.65,32.22,61321,1.79,9.1,1999-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-06,100844,monthly,34.23,69428,1.5,7.41,37.06,113189,1.86,7.56,35.28,66264,1.27,6.84,32.53,53385,1.43,7.22,32.72,62254,1.52,8.74,1999-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-07,119652,monthly,34.81,70612,1.71,7.85,37.91,115785,2.29,7.75,35.71,67074,1.22,6.75,33.1,54322,1.75,7.67,33.23,63242,1.59,10.59,1999-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-08,108298,monthly,35.34,71699,1.54,9.06,38.41,117338,1.34,8.39,36.21,68011,1.4,8.05,33.6,55139,1.51,8.99,33.96,64628,2.19,12.31,1999-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-09,102445,monthly,35.9,72816,1.56,10.99,39.12,119492,1.84,10.61,36.57,68695,1.01,9.3,33.93,55691,1.0,10.45,35.09,66772,3.32,16.08,1999-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-10,107395,monthly,36.12,73273,0.63,11.93,39.32,120097,0.51,11.38,37.05,69590,1.3,10.8,33.96,55731,0.07,11.32,35.33,67233,0.69,16.32,1999-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-11,103902,monthly,36.59,74234,1.31,13.57,39.63,121037,0.78,12.3,37.43,70312,1.04,12.07,34.6,56783,1.89,13.91,35.86,68241,1.5,17.8,1999-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,1999-12,102442,monthly,37.01,75071,1.13,14.48,39.82,121616,0.48,13.96,37.73,70877,0.8,12.46,35.01,57467,1.2,14.22,36.8,70029,2.62,19.84,1999-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-01,68031,monthly,37.08,75219,0.2,14.37,40.52,123762,1.76,14.39,37.88,71147,0.38,12.75,34.82,57149,-0.55,13.8,36.41,69282,-1.07,18.66,2000-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-02,72364,monthly,37.28,75630,0.55,15.43,40.35,123263,-0.4,14.7,37.9,71182,0.05,13.21,35.14,57670,0.91,15.32,37.15,70695,2.04,20.88,2000-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-03,96354,monthly,37.97,77016,1.83,16.03,40.99,125211,1.58,15.51,38.74,72762,2.22,14.45,35.84,58815,1.99,15.91,37.61,71562,1.23,19.91,2000-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-04,88707,monthly,39.26,79635,3.4,17.72,42.22,128974,3.01,17.4,39.82,74797,2.8,15.5,37.02,60751,3.29,16.37,39.57,75300,5.22,24.99,2000-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-05,92309,monthly,39.61,80348,0.89,17.46,42.73,130525,1.2,17.46,40.35,75793,1.33,15.83,37.21,61074,0.53,16.04,39.74,75618,0.42,23.32,2000-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-06,105431,monthly,40.06,81269,1.15,17.05,43.01,131375,0.65,16.07,40.78,76592,1.06,15.59,37.62,61741,1.09,15.65,40.57,77209,2.1,24.02,2000-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-07,95400,monthly,40.7,82563,1.59,16.92,44.63,136331,3.77,17.74,41.37,77710,1.46,15.86,37.97,62321,0.94,14.73,40.61,77279,0.09,22.2,2000-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-08,94346,monthly,41.16,83504,1.14,16.46,45.0,137463,0.83,17.15,41.85,78603,1.15,15.57,38.19,62683,0.58,13.68,41.69,79329,2.65,22.75,2000-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-09,88148,monthly,41.21,83590,0.1,14.8,45.2,138071,0.44,15.55,41.7,78330,-0.35,14.02,38.35,62940,0.41,13.02,41.61,79182,-0.19,18.59,2000-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-10,83099,monthly,41.04,83261,-0.39,13.63,45.14,137866,-0.15,14.8,41.96,78818,0.62,13.26,37.99,62349,-0.94,11.87,41.02,78062,-1.41,16.11,2000-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-11,83309,monthly,41.19,83546,0.34,12.54,45.29,138341,0.34,14.3,41.77,78451,-0.47,11.58,38.06,62457,0.17,9.99,41.87,79683,2.08,16.77,2000-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2000-12,90823,monthly,41.5,84191,0.77,12.15,44.95,137313,-0.74,12.91,42.21,79282,1.06,11.86,38.55,63274,1.31,10.11,42.45,80779,1.38,15.35,2000-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-01,64870,monthly,41.59,84377,0.22,12.17,45.42,138724,1.03,12.09,42.16,79196,-0.11,11.31,38.7,63511,0.37,11.13,42.19,80274,-0.63,15.87,2001-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-02,67134,monthly,41.53,84245,-0.16,11.39,45.19,138022,-0.51,11.97,42.18,79234,0.05,11.31,38.64,63413,-0.15,9.96,42.17,80251,-0.03,13.52,2001-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-03,90226,monthly,42.02,85242,1.18,10.68,45.55,139141,0.81,11.13,42.65,80100,1.09,10.08,39.12,64204,1.25,9.16,42.91,81645,1.74,14.09,2001-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-04,88556,monthly,43.1,87439,2.58,9.8,47.08,143795,3.34,11.49,43.55,81805,2.13,9.37,40.26,66069,2.9,8.75,43.61,82990,1.65,10.21,2001-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-05,99478,monthly,43.74,88719,1.46,10.42,47.2,144166,0.26,10.45,44.3,83198,1.7,9.77,40.87,67082,1.53,9.84,44.75,85152,2.61,12.61,2001-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-06,113447,monthly,44.36,89980,1.42,10.72,47.72,145754,1.1,10.94,44.86,84256,1.27,10.01,41.4,67943,1.28,10.04,45.83,87207,2.41,12.95,2001-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-07,113200,monthly,45.07,91430,1.61,10.74,49.23,150363,3.16,10.29,45.61,85676,1.68,10.25,41.98,68904,1.41,10.56,45.71,86990,-0.25,12.57,2001-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-08,124849,monthly,46.01,93331,2.08,11.77,50.15,153197,1.89,11.45,46.35,87059,1.61,10.76,42.88,70368,2.13,12.26,47.12,89666,3.08,13.03,2001-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-09,98296,monthly,46.18,93682,0.38,12.07,50.57,154474,0.83,11.88,46.4,87147,0.1,11.26,42.96,70501,0.19,12.01,47.4,90201,0.6,13.92,2001-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-10,105633,monthly,46.42,94161,0.51,13.09,50.72,154928,0.29,12.38,46.98,88243,1.26,11.96,43.05,70661,0.23,13.33,47.44,90278,0.08,15.65,2001-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-11,109149,monthly,46.87,95083,0.98,13.81,50.99,155737,0.52,12.57,47.47,89168,1.05,13.66,43.41,71251,0.83,14.08,48.29,91895,1.79,15.33,2001-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2001-12,93329,monthly,47.32,95992,0.96,14.02,51.15,156223,0.31,13.77,47.89,89945,0.87,13.45,43.72,71754,0.71,13.4,49.51,94210,2.52,16.63,2001-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-01,71678,monthly,47.43,96215,0.23,14.03,51.9,158543,1.48,14.29,48.01,90176,0.26,13.86,43.75,71799,0.06,13.05,48.92,93086,-1.19,15.96,2002-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-02,77131,monthly,47.66,96676,0.48,14.76,51.79,158184,-0.23,14.61,47.98,90126,-0.06,13.75,44.29,72696,1.25,14.64,49.34,93892,0.87,17.0,2002-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-03,102828,monthly,48.78,98962,2.36,16.1,52.6,160668,1.57,15.47,49.4,92789,2.96,15.84,45.32,74385,2.32,15.86,50.59,96264,2.53,17.9,2002-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2002-04,99638,monthly,49.96,101355,2.42,15.91,53.99,164902,2.64,14.68,50.38,94624,1.98,15.67,46.34,76047,2.23,15.1,52.24,99401,3.26,19.77,2002-04-01
